task_index,instruction,scoring_points
AntennaPod#AntennaPod#5723,"In the AntennaPod app, when a user added a local folder, started playback, and then tapped the drawer control to play the next item, the next local file sometimes did not start playing (nothing happened). Your task is to identify the root cause component and reason. In particular, name the file/module that needed to be changed and explain why the app failed to start playback of the local file (what went wrong logically).","The predicted root cause component is core/src/main/java/de/danoeh/antennapod/core/service/playback/PlaybackService.java (module: de.danoeh.antennapod.core.service.playback.PlaybackService) and the related starter helper core/src/main/java/de/danoeh/antennapod/core/util/playback/PlaybackServiceStarter.java (module: de.danoeh.antennapod.core.util.playback.PlaybackServiceStarter). The predicted root cause reason is that the decision whether to stream was being conveyed via an intent/caller-side flag (the shouldStream extra) and handled inconsistently, causing local content to be treated as a stream (or blocked) when streaming was not allowed. In short: streaming logic was delegated to callers (and/or used a wrong default) instead of being decided centrally, so the service sometimes refused to play available local files."
AntennaPod#AntennaPod#5500,"In AntennaPod, there was a bug where users could not subscribe to new podcasts: when adding a podcast (menu > add podcast) and tapping the thumbnail the operation failed and an error about a read-only filesystem was shown. Your task is to identify the root cause component and reason that led to this failure (which file/module was responsible and what went wrong).","The predicted root cause component is app/src/main/java/de/danoeh/antennapod/activity/OnlineFeedViewActivity.java (module: de.danoeh.antennapod.activity.OnlineFeedViewActivity). The predicted root cause reason is that the feed file path was created in the app's cache/external cache (a read-only location on the device) instead of using the configured data/download folder (missing/incorrect storage path selection), causing write attempts to fail (i.e., wrong storage path used / missing use of DownloadRequester data path)."
AntennaPod#AntennaPod#4765,"In the AntennaPod repository/app, there was a bug where enabling automatic downloads caused the app to endlessly try and fail to download locally added podcasts: after adding local podcasts and triggering the automatic download feature, the app repeatedly attempted downloads for local items and produced errors like ""unknown host: unable to resolve host 'content'"", requiring the user to disable automatic downloads to stop the loop. Your task is to identify the root cause component and reason","The predicted root cause component is core/src/main/java/de/danoeh/antennapod/core/storage/APDownloadAlgorithm.java (module: de.danoeh.antennapod.core.storage.APDownloadAlgorithm). The predicted root cause reason is that the automatic-download selection logic failed to exclude local feeds (missing check for local feeds), so local feed items with content:// URIs were treated as network-downloadable, causing failed network attempts and repeated retries."
osmandapp#OsmAnd#21453,"In OsmAnd, there was a bug where after downloading an online overlay map (Microsoft Earth) and rotating the device, the visible map view unexpectedly jumps to the ocean (i.e. away from the area where the user started the download). Your task is to identify the root cause component and reason that allowed the map to recenter incorrectly during this interaction.","The predicted root cause component is OsmAnd/src/net/osmand/plus/plugins/rastermaps/DownloadTilesFragment.java (module/class: net.osmand.plus.plugins.rastermaps.DownloadTilesFragment). The predicted root cause reason is that the map center latitude/longitude state was not properly initialized/guarded (primitive double fields defaulted to 0.0), so an uninitialized position (0,0) was used when orientation/flow changed — i.e., missing initialization/null-check/state accessed before being set causing the map to jump to the ocean."
osmandapp#OsmAnd#21408,"In the OsmAnd repository/app, attempting to sync with OsmAnd Cloud could fail with a toast error that indicated a problem reading the quick_actions entry (e.g. a message referencing ""read from quick_actions,..."") after choosing backup/delete local/restore. This happened while performing a sync/restore of cloud settings. Your task is to identify the root cause component and reason","The predicted root cause component is: OsmAnd/src/net/osmand/plus/settings/backend/backup/items/SettingsItem.java (module: net.osmand.plus.settings.backend.backup.items.SettingsItem) and OsmAnd/src/net/osmand/plus/settings/backend/backup/items/QuickActionsSettingsItem.java (module: net.osmand.plus.settings.backend.backup.items.QuickActionsSettingsItem). The predicted root cause reason is: the import reader logic did not allow or handle an empty JSON body for the quick_actions backup file, causing the SettingsItemReader to throw an IllegalArgumentException on empty input (missing handling/flag for empty quick_actions JSON)."
osmandapp#OsmAnd#19151,"In the OsmAnd app, users reported that after importing tracks and then force-stopping and restarting the app, tracks temporarily lost all stats, appearance settings and visibility (it appeared reindexed or missing metadata for some time). Your task is to identify the root cause component and reason that allowed track metadata (so that stats/appearance/visibility) to be lost after a force stop and restart. Your answer should name the specific file/module where the problem originates and explain what went wrong (the underlying bug or incorrect state/flag).","The predicted root cause component is OsmAnd-java/src/main/java/net/osmand/gpx/GpxParameter.java (net.osmand.gpx.GpxParameter). The predicted root cause reason is an incorrect enum configuration for the DATA_VERSION parameter: the persistence flag/boolean was set incorrectly, causing the track data version not to be saved/persisted across restarts and resulting in lost track metadata (reindexing/hidden stats) after a force stop."
osmandapp#OsmAnd#17672,"In the OsmAnd app, the Settings → “Import from file” action produced no visible response: after selecting a saved .osf/.zip file from the device file manager nothing happened and the import UI never appeared. This occurred when invoking the picker from inside the app (via Settings). Your task is to identify the root cause component and reason that allowed the file-picking result to be swallowed/ignored so the import flow never proceeded. In other words, identify which file/module was responsible and explain why the import result was not handled as expected.","The predicted root cause component is OsmAnd/src/net/osmand/plus/myplaces/favorites/dialogs/FavoritesTreeFragment.java (module: net.osmand.plus.myplaces.favorites.dialogs.FavoritesTreeFragment) and the related MyPlaces activity file OsmAnd/src/net/osmand/plus/myplaces/MyPlacesActivity.java (module: net.osmand.plus.myplaces.MyPlacesActivity). The predicted root cause reason is that the activity-level handling of the file-picker result prevented the fragment from receiving/handling the result: the IMPORT_FAVOURITES activity-result flow and ImportHelper were tied to the wrong component (handled/consumed at the MyPlacesActivity level) and the fragment lacked its own onActivityResult / ImportHelper instance, so the import result was not delivered/processed (i.e., wrong component consumed the activity result / missing fragment-level result handling)."
osmandapp#OsmAnd#17527,"In the OsmAnd app, after importing a profile settings OSF file (without restarting the app) widgets that should appear on the left panel showed up on the right panel, widget duplicates were missing, and the layout/order only returned to the correct state after an app restart. This happened immediately after completing the settings import. Your task is to identify the root cause component and reason that produced this incorrect widget placement/order behavior.","The predicted root cause component is OsmAnd/src/net/osmand/plus/settings/fragments/ImportSettingsFragment.java (module: net.osmand.plus.settings.fragments.ImportSettingsFragment). The predicted root cause reason is that the map widgets UI/state was not refreshed/recreated after importing settings (missing invocation to recreate/update the MapInfoLayer/WidgetsPanel), so widget placement/order and enabled/available state remained stale until an app restart."
osmandapp#OsmAnd#16780,"In the OsmAnd repository, there was a crash reported that occurred when a user switched the map rendering engine to ""V1"" via Menu > Settings > OsmAnd settings > Map rendering engine. The app crashed during that operation instead of switching rendering engines successfully. Your task is to identify the root cause component and reason.","The predicted root cause component is OsmAnd/src/net/osmand/plus/dialogs/MapRenderingEngineDialog.java (module: net.osmand.plus.dialogs.MapRenderingEngineDialog). The predicted root cause reason is that the rendering-switch logic invoked code that accessed native/map components while the application was still initializing (missing guard/wait for initialization), causing access to uninitialized objects (e.g., native context or map layers) and resulting in a crash (null/uninitialized state access)."
Neamar#KISS#1876,"In the KISS launcher repository, there was a crash when attempting to enlarge a Suntimes widget. After adding the widget in Minimalistic UI and exiting its configuration, long-pressing the newly added widget and selecting the Enlarge/Resize action causes the launcher to crash. Your task is to identify the root cause component and reason",The predicted root cause component is app/src/main/java/fr/neamar/kiss/forwarder/Widgets.java (module: fr.neamar.kiss.forwarder.Widgets). The predicted root cause reason is a missing null check leading to a NullPointerException when AppWidgetProviderInfo is null (caused by a widget view remaining after its appWidgetId was deleted / the widget was not configured).
cgeo#cgeo#16234,"In cgeo, there was a crash when deleting a Wherigo cartridge from the Wherigo Player. When a user chose to delete a cartridge (the dialog sometimes reported savegames even when none existed), the app frequently crashed or returned to the main app screen instead of staying in the Wherigo Player; the cartridge was usually removed, but any savegame files were sometimes left behind. Your task is to identify the root cause component and reason","The predicted root cause component is main/src/main/java/cgeo/geocaching/wherigo/WherigoCartridgeDialogProvider.java (module: cgeo.geocaching.wherigo.WherigoCartridgeDialogProvider). The predicted root cause reason is a NullPointerException caused by missing null checks when accessing fileInfo and/or its uri while deleting the cartridge and savegame files (i.e., code attempted to use cartridgeInfo.getFileInfo().uri or savegame.fileInfo.uri when fileInfo or uri could be null)."
cgeo#cgeo#15726,"In cgeo, there was a crash in the UnifiedMap view that occurred when panning, zooming or loading many cache markers (sometimes right when opening the map). The crash appears to be related to situations with many visible caches (it often does not occur when only a few caches are visible). Your task is to identify the root cause component and reason","The predicted root cause component is main/src/main/java/cgeo/geocaching/unifiedmap/geoitemlayer/MapsforgeVtmGeoItemLayer.java (module: cgeo.geocaching.unifiedmap.geoitemlayer.MapsforgeVtmGeoItemLayer). The predicted root cause reason is an unhandled RuntimeException thrown during marker symbol creation when using VTM's texture atlas / bitmap packer (texture region retrieval / atlas usage failure) — i.e., atlas-based marker creation can fail and there was no exception handling, causing the app to crash."
cgeo#cgeo#13682,"In the cgeo app repository, there was a crash when a user tried to add a photo to a cache via the camera option in the image gallery. Reproducing steps: open a cache, go to Images, tap the camera symbol to take/add a photo — the app crashes and no photo is saved. Your task is to identify the root cause component and reason","The predicted root cause component is main/src/cgeo/geocaching/ui/ImageGalleryView.java (module: cgeo.geocaching.ui.ImageGalleryView). The predicted root cause reason is a missing null check for the incoming Intent (data) that led to a NullPointerException when accessing data.getExtras() (i.e., accessing state when data == null)."
cgeo#cgeo#13551,"In the cgeo repository/app, loading a trackable page (for example TB9XHDG) sometimes shows an empty page (only the header with the name is visible) when the geocaching.com site language is set to English. This happens reproducibly after switching the GC website language to English and then opening the trackable page in c:geo. Your task is to identify the root cause component (file/module) and the root cause reason for this failure.",The predicted root cause component is main/src/cgeo/geocaching/utils/ImageUtils.java (cgeo.geocaching.utils.ImageUtils). The predicted root cause reason is a NullPointerException due to forEachImageUrlInHtml not handling null inputs (null callback and/or null/blank html text elements) and accessing text.length()/using elements without null checks.
cgeo#cgeo#13027,"In the cgeo repository/app, there was a crash when deleting a waypoint that used calculated coordinates and had previously been exported to the personal note. The crash happened after creating the calculated waypoint (using variables), exporting it to the note, clearing all variables, and then deleting the waypoint — the app crashed in the recyclerView during page reinitialization. Your task is to identify the root cause component and reason","The predicted root cause component is main/src/cgeo/geocaching/CacheDetailActivity.java (Module: cgeo.geocaching.CacheDetailActivity) and main/src/cgeo/geocaching/VariablesViewPageFragment.java (Module: cgeo.geocaching.VariablesViewPageFragment). The predicted root cause reason is that variable-change listeners were invoking UI updates (adapter.notifyDataSetChanged() / adapter.setVariableList()) from a non-UI/background thread (missing runOnUiThread), causing the RecyclerView reinitialization crash."
chenxiaolong#BCR#539,"In the BCR repository, the app failed to start on certain LineageOS builds: when installed as a system app it crashed immediately on launch (user reports and a crash log were attached). This happened during device boot / app startup on some custom Android builds. Your task is to identify the root cause component and reason","The predicted root cause component is app/build.gradle.kts (Module: app.build.gradle.kts). The predicted root cause reason is that the sysconfig file (etc/sysconfig/config-<package>.xml) that whitelisted hidden/privileged APIs was not being packaged/installed, so the app lost access to required hidden/system APIs on some builds (missing sysconfig / hidden-API whitelist), causing an immediate crash on startup."
chenxiaolong#BCR#275,"In the BCR repository, the app would not open on some devices: after boot (when installed/run via the Magisk module) the app crashed on launch with an obscure error about the app theme not being derived from Theme.AppCompat, preventing normal startup. This happened only on certain devices/boots (timing-sensitive) and was observed around the boot scripts being executed. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/com/chiller3/bcr/standalone/ClearPackageManagerCaches.kt (module: com.chiller3.bcr.standalone.ClearPackageManagerCachesKt) and the related Magisk boot script that invokes it: app/magisk/post-fs-data.sh (module: app.magisk.post-fs-data.sh). The predicted root cause reason is an outdated/stale package manager cache entry in /data/system/package_cache (the package manager failed to update its cache due to late system time during boot), causing the app to use invalid cached package info/resources and crash with a theme/resource mismatch."
chenxiaolong#BCR#260,"In the BCR app, users reported that after an update their custom name template stopped loading and files were being named using the default format instead. This happened when trying to save recordings with a previously working custom template — the app fell back to default names instead of using the custom template. Your task is to identify the root cause component and reason that led to this behavior. In other words, point to the specific file or module that was changed/fixed and explain what went wrong (the underlying bug or misconfiguration) that caused custom templates to fail to load.","The predicted root cause component is app/proguard-rules.pro (module: app). The predicted root cause reason is that the TreeDocumentFile constructor used via reflection was removed/optimized out by the R8/ProGuard minifier in release builds (missing keep rule), preventing reflective construction of TreeDocumentFile and breaking the SAF-based template loading."
komikku-app#komikku#120,"In komikku, there was a crash when viewing a manga's related titles: some sources can return duplicate related entries and, under certain conditions, the related list UI crashes when those results are shown. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/eu/kanade/tachiyomi/ui/manga/MangaScreenModel.kt (Module: eu.kanade.tachiyomi.ui.manga.MangaScreenModel). The predicted root cause reason is that duplicate-related entries were being filtered by URL instead of by their ID, which produced duplicate keys for the Compose LazyRow and caused a UI crash (missing/incorrect de-duplication by ID)."
xchacha20-poly1305#husi#65,"In husi, there was a crash that occurred when a user opened the navigation drawer, navigated to About, and tapped the Telegram update channel. The crash happened immediately when attempting to open the Telegram channel link from the About screen. Your task is to identify the root cause component and reason","The predicted root cause component is app/build.gradle.kts (the dependency on com.jakewharton:process-phoenix / module com.jakewharton.processphoenix.ProcessPhoenix). The predicted root cause reason is a StrictMode unsafe-intent policy being triggered on newer Android (API 31+) when launching the external Telegram intent due to the older ProcessPhoenix version not disabling strict-mode for unsafe intents (i.e., a StrictMode-related crash / unsafe intent policy not being disabled)."
kiwix#kiwix-android#4000,"In kiwix-android, there was a crash that occurred for users when the app attempted to locate local ZIM/OBB files (for example when opening the ""Medical wikimedia (mini)"" content). The failure happened while the app was scanning application storage directories and it only surfaced in certain device states (such as when external storage / SD card was unavailable). Your task is to identify the root cause component and reason","The predicted root cause component is custom/src/main/java/org/kiwix/kiwixmobile/custom/main/CustomFileValidator.kt (org.kiwix.kiwixmobile.custom.main.CustomFileValidator). The predicted root cause reason is that the code did not guard against null or non-existent external storage directories returned by ContextCompat.getExternalFilesDirs/getObbDirs (missing null/existence checks). As a result, unavailable/nullable SD card paths were included in the scan and led to a null-pointer / invalid file-system access crash."
kiwix#kiwix-android#3605,"In kiwix-android, there was a regression where opening a split ZIM archive stored on external SD card started failing: the app shows “The selected file is not a valid zim file” when attempting to open a multi-part (.zimaa ... .zimai) ZIM on external storage (an unsplit ZIM on internal storage still opens fine). Your task is to identify the root cause component and reason that led to this failure — which file/module in the code needed fixing and why the app rejected or failed to process the split ZIM files.","The predicted root cause component is core/src/main/java/org/kiwix/kiwixmobile/core/reader/ZimFileReader.kt (module: org.kiwix.kiwixmobile.core.reader.ZimFileReader). The predicted root cause reason is overly narrow exception handling: the code only caught UnsatisfiedLinkError when accessing jniKiwixReader.mediaCount/articleCount, but libzim can throw a broader Exception for split or corrupted zim files. That unhandled Exception caused the reader/library processing to abort and the split ZIM to be reported as invalid."
kiwix#kiwix-android#3515,"In the kiwix-android app, users reported that ZIM files saved to the phone (e.g., Downloads) and opened via the app's Catalog + -> local ZIM file picker cannot be opened, while ZIMs downloaded by the app itself (stored in the app data folder) open fine. The failure happens when selecting an externally downloaded ZIM (the app reports it cannot read the ZIM). Your task is to identify the root cause component and reason that caused this behavior.","The predicted root cause component is app/src/main/java/org/kiwix/kiwixmobile/nav/destination/library/LocalLibraryFragment.kt (Module: org.kiwix.kiwixmobile.nav.destination.library.LocalLibraryFragment). The predicted root cause reason is that the code did not properly request or handle the MANAGE_EXTERNAL_STORAGE permission on Android 11/13 non-Play Store builds (missing/incorrect permission request flow), so the app lacked permission to access externally downloaded ZIM files via the file picker."
kiwix#kiwix-android#3508,"In kiwix-android, there was a performance bug: the DWDS app returns search suggestions very quickly, but when the user taps a search result it takes about 2 seconds for the app to close the search UI and open the selected page (navigation from in-page links does not exhibit this latency). Your task is to identify the root cause component and reason. Identify which file/module is responsible and explain what went wrong to cause the delay.","The predicted root cause component is core/src/main/java/org/kiwix/kiwixmobile/core/search/viewmodel/effects/OpenSearchItem.kt (Module: org.kiwix.kiwixmobile.core.search.viewmodel.effects.OpenSearchItem). The predicted root cause reason is that the code did not use the page URL provided by libkiwix and instead resolved the page by title (titleToUrl) and performed additional work/synchronous lookups (and related URL decoding on the main path), causing an unnecessary blocking request and extra processing on the UI path which produced the ~2s latency."
kiwix#kiwix-android#2849,"In the kiwix-android repository, users reported that tapping certain entries in an article's Table of Contents (TOC) did nothing — selecting a section whose title contains an apostrophe (single quote) would not jump to that section. This happened while viewing articles and trying to navigate via the TOC. Your task is to identify the root cause component and reason that caused TOC entries with single quotes to fail to jump to their sections.","The predicted root cause component is core/src/main/java/org/kiwix/kiwixmobile/core/main/CoreReaderFragment.kt (module class: org.kiwix.kiwixmobile.core.main.CoreReaderFragment). The predicted root cause reason is that the code built a JavaScript call using single-quoted document.getElementById('...') and inserted the section id without escaping apostrophes, so an id containing a single quote broke the JS string (missing escaping of single quotes), preventing the scrollIntoView action."
kiwix#kiwix-android#2845,"In the kiwix-android app, there was an issue where very large downloads (for example, an 88+ GB ZIM) repeatedly halted partway through and reported a network failure (UNKNOWN_HOST) after the device went to sleep or the network changed. The download would not reliably resume on its own and users had to manually restart or cancel. Your task is to identify the root cause component and reason","The predicted root cause component is core/src/main/java/org/kiwix/kiwixmobile/core/downloader/fetch/FetchDownloadRequester.kt (module: org.kiwix.kiwixmobile.core.downloader.fetch.FetchDownloadRequester) and core/src/main/java/org/kiwix/kiwixmobile/core/di/modules/DownloaderModule.kt (module: org.kiwix.kiwixmobile.core.di.modules.DownloaderModule). Also related: core/src/main/java/org/kiwix/kiwixmobile/core/utils/Constants.kt (module: org.kiwix.kiwixmobile.core.utils.Constants). The predicted root cause reason is insufficient network resilience in the downloader: connect/read timeouts were too short and auto-retry attempts were too low (and there was no end-to-end retry/path invoked), so transient network interruptions (e.g., sleep or network switches) caused downloads to fail and not recover automatically."
kiwix#kiwix-android#825,"In kiwix-android, there was a crash when a user tapped a listed ZIM file: ZIM files appear correctly in the library, but selecting one to open causes the app to crash. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/org/kiwix/kiwixmobile/TabDrawerAdapter.java (Module: org.kiwix.kiwixmobile.TabDrawerAdapter). The predicted root cause reason is a missing null check on the WebView title: webView.getTitle() can be null, and calling stripHtml(...) / using the title without checking leads to a NullPointerException (app crash)."
termux#termux-api#276,"In termux-api, there was an issue where termux-job-scheduler would hang indefinitely when scheduling a new recurring job. A simple script was scheduled with termux-job-scheduler --script ~/script --period-ms 1800000; the script ran once but the scheduler process did not exit and --pending showed nothing. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/java/com/termux/api/JobSchedulerAPI.java (module: com.termux.api.JobSchedulerAPI). The predicted root cause reason is a missing default/null-case handling for the --network option: networkType could be null and was not handled, so the networkTypeCode was left unset/incorrect resulting in the scheduler hanging."
Tornaco#Thanox#480,"In Thanox, users reported that on Android 12 the permission-management screen's brightness control stopped working: when opening a payment code the screen brightness jumps to maximum and the app-level brightness management appears ineffective. Your task is to identify the root cause component and reason that led to this failure.",The predicted root cause component is android/gradle/libs.versions.toml (module: com.github.skydoves:landscapist-glide). The predicted root cause reason is an outdated/buggy third-party dependency version (landscapist-glide pinned at 2.3.2) causing the brightness-management failure; updating the dependency to 2.3.4 resolved the issue.
cgeo#cgeo#9509,"In the cgeo repository/app, there was a crash observed when a user attempted to add a waypoint from the clipboard into a cache. Steps to reproduce: create a waypoint in one cache and copy it to the clipboard, then open another cache and use the ""insert waypoint from clipboard"" action — c:geo sometimes crashes and restarts to the main screen. Your task is to identify the root cause component and reason","The predicted root cause component is main/src/cgeo/geocaching/CacheDetailActivity.java (module: cgeo.geocaching.CacheDetailActivity). The predicted root cause reason is that the code created/processed the new waypoint on a background thread and attempted to update UI-related state (adapter/waypoints/dialogs) from that background thread — a UI-thread violation / missing switch to the main thread when updating UI, causing the crash."
deltachat#deltachat-android#2871,"In deltachat-android, there was a bug where a 1:1 chat name that had been manually renamed by the user reverted to the address-book name after a backup restore and then receiving a message from that contact. This happened after uninstalling, reinstalling a newer app version and restoring a backup — when a message from the contact arrived the chat name changed back to the contact's address-book name. Your task is to identify the root cause component and reason.","The predicted root cause component is src/org/thoughtcrime/securesms/NewConversationActivity.java (module: org.thoughtcrime.securesms.NewConversationActivity). The predicted root cause reason is that the code created or re-created contact/chat entries without checking for existing ones: it invoked contact creation with a null/empty name (calling createContact(null, addr) instead of looking up an existing contact ID first), which could overwrite an existing contact/chat name, and it also used a routine that created a chat instead of retrieving an existing chat ID (createChatByContactId instead of getChatIdByContactId), causing the manually set chat name to be replaced."
deltachat#deltachat-android#2400,"In deltachat-android, messages stopped arriving when the app was not in focus and WLAN became the active network gateway (Android 11, device had both WLAN and mobile data enabled). The problem appeared to be tied to network gateway changes (e.g., when the OS switches the default network) and resulted in long message delays while the app stayed in the background. Your task is to identify the root cause component and reason that led to this failure.","The predicted root cause component is src/org/thoughtcrime/securesms/ApplicationContext.java (module: org.thoughtcrime.securesms.ApplicationContext) and src/org/thoughtcrime/securesms/connect/NetworkStateReceiver.java (module: org.thoughtcrime.securesms.connect.NetworkStateReceiver). The predicted root cause reason is incorrect/outdated network-change handling: the app relied on the legacy CONNECTIVITY_ACTION broadcast and did not properly track the system's default network changes (missing use of ConnectivityManager.registerDefaultNetworkCallback), so it missed default-network switches and left stale/idle network tasks running instead of invoking maybeNetwork to re-establish connectivity."
deltachat#deltachat-android#1726,"In deltachat-android, there was an app crash: after receiving multiple messages in a group, opening the group view causes the app to stop, and scrolling to a certain message also triggers the crash. Your task is to identify the root cause component and reason.","The predicted root cause component is src/org/thoughtcrime/securesms/ConversationItem.java (Module: org.thoughtcrime.securesms.ConversationItem). The predicted root cause reason is a missing null check on the Slide returned by MediaUtil.getSlideForMsg, causing a null Slide (e.g. for certain message types like stickers/unsupported media) to be passed to slideDeck.addSlide and trigger a NullPointerException/crash."
deltachat#deltachat-android#1549,"In deltachat-android, there was a bug where, if the in-chat camera live view was active and the user rotated the device, the camera feed went black (the live preview was turned off) while UI controls (e.g. navigation bar) remained visible. Your task is to identify the root cause component and reason for this failure: which file/module contains the faulty code and what went wrong to cause the camera to stop showing the live preview after rotation.","The predicted root cause component is src/org/thoughtcrime/securesms/components/camera/QuickAttachmentDrawer.java (module: org.thoughtcrime.securesms.components.camera). The predicted root cause reason is that the camera was paused on orientation change but not reinitialized/resumed (missing cameraView.onResume() / missing reinitialization on configuration change), leaving the preview black."
deltachat#deltachat-android#1544,"In deltachat-android, there was an intermittent image rotation failure: when the app was opened in landscape, a chat with an image was viewed, the keyboard was put into fullscreen mode and then the device was rotated back to portrait, the image view sometimes failed to update correctly (previously causing crashes or a jumping image). Your task is to identify the root cause component and reason","The predicted root cause component is src/org/thoughtcrime/securesms/components/ScaleStableImageView.java (module: org.thoughtcrime.securesms.components.ScaleStableImageView). The predicted root cause reason is that the code attempted to crop/create a new Bitmap without verifying that the requested crop width/height fit inside the original bitmap (missing/incorrect bounds check), causing an IllegalArgumentException/crash or incorrect behavior when view sizes changed during rotation."
project-travel-mate#Travel-Mate#623,"In the Travel-Mate app, there was a UI bug where changing the profile display name while the device was in landscape mode did not update the name after rotating the device back to portrait. The user flow was: open app, open profile, rotate to landscape, tap rename and enter a new name, then rotate back to portrait and observe that the profile name has not changed. Your task is to identify the root cause component and reason.","The predicted root cause component is Android/app/src/main/AndroidManifest.xml (ProfileActivity in the app module). The predicted root cause reason is that ProfileActivity did not handle configuration changes (missing android:configChanges for orientation|screenSize), causing the Activity to be recreated on rotation and the updated display name/state to be lost (i.e., state not preserved across the orientation change)."
PhilKes#NotallyX#323,"In NotallyX, the app crashes if it is left running in the background for some time and then the edit screen is returned to. This happens after the system destroys and later restores the EditActivity/state. Your task is to identify the root cause component and reason that lead to this crash (which file/module was at fault and what went wrong), without looking at the provided fix.","The predicted root cause component is app/src/main/java/com/philkes/notallyx/presentation/viewmodel/NotallyModel.kt (Module: com.philkes.notallyx.presentation.viewmodel.NotallyModel) and app/src/main/java/com/philkes/notallyx/presentation/activity/note/EditActivity.kt (Module: com.philkes.notallyx.presentation.activity.note.EditActivity). The predicted root cause reason is an uninitialized/missing-null-safe state: a lateinit non-null property (originalNote) could be accessed after the system destroyed the activity/state (missing null checks / state reload), causing an UninitializedPropertyAccessException (or equivalent crash) when code tried to use originalNote (e.g., calling attachmentsDifferFrom) without it being initialized."
SORMAS-Foundation#SORMAS-Project#12332,"In SORMAS-Project (Android app), there was a synchronization failure after the mobile app was upgraded to the server version: users see a persistent ""Synchronization failed, please try later"" message when attempting to sync (reported after upgrading on newer devices / long-running systems). This occurs during normal synchronization with the server and prevents successful data sync. Your task is to identify the root cause component and reason that caused this synchronization failure.","The predicted root cause component is sormas-app/app/src/main/java/de/symeda/sormas/app/backend/common/DatabaseHelper.java (module: de.symeda.sormas.app.backend.common.DatabaseHelper). The predicted root cause reason is an unsupported/stale feature configuration entry (featureType 'DASHBOARD') that was not handled during a database upgrade/migration, causing sync/upgrade to fail (missing migration to remove the unsupported feature configuration)."
albu-razvan#Stario#64,"In the Stario app, users experienced crashes when scrolling through the App Drawer: while navigating the grid/list of apps the launcher would suddenly crash (the failure happened during icon rendering as the list was scrolled). Your task is to identify the root cause component and reason that led to these crashes.","The predicted root cause component is app/src/main/java/com/stario/launcher/ui/icons/AdaptiveIconView.java (module: com.stario.launcher.ui.icons.AdaptiveIconView). The predicted root cause reason is that the view attempted to draw AdaptiveIconDrawable parts without checking for null (calling draw() on a null background or foreground Drawable), causing a NullPointerException during onDraw while scrolling."
